MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
50,RL,12327,IR1,Low,Inside,SawyerW,Norm,1Fam,1.5Fin,8,8,1983,2009,None,0,TA,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,Y,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,BuiltIn,1983,Fin,2,612,TA,Y,349,40,0,0,0,0,9,2009,316600
20,RL,20896,IR2,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2005,2006,None,0,TA,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,Y,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Attchd,2005,Fin,3,1134,TA,Y,192,267,0,0,0,0,1,2006,423000
50,RM,7200,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,5,6,1938,1995,None,0,TA,TA,TA,No,Unf,0,Unf,0,803,803,Y,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,Detchd,1951,Unf,1,297,TA,Y,0,65,190,0,0,0,7,2006,125500
70,RM,7200,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,7,1920,1950,None,0,TA,Fa,TA,No,Unf,0,Unf,0,596,596,Y,998,764,0,1762,1,0,1,1,4,1,Gd,8,Typ,0,Detchd,1989,Unf,2,576,TA,N,36,0,221,0,0,0,10,2006,157000
20,RL,12461,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,None,0,TA,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1994,RFn,3,757,TA,Y,0,114,192,0,0,0,7,2006,262000
60,RL,13869,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,None,0,TA,Gd,TA,Av,GLQ,182,Unf,0,612,794,Y,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,Attchd,1997,Fin,2,388,TA,Y,0,75,0,0,0,0,7,2007,177000
30,RL,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1941,1950,None,0,TA,TA,TA,No,Rec,344,Unf,0,328,672,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,Attchd,1941,Unf,1,234,TA,N,0,113,0,0,0,0,8,2009,113000
20,RL,11717,IR1,Lvl,Inside,NWAmes,PosA,1Fam,1Story,6,6,1970,1970,BrkFace,571,TA,TA,TA,No,Unf,0,Unf,0,1442,1442,Y,1442,0,0,1442,0,0,2,0,2,1,TA,6,Typ,1,Attchd,1970,RFn,2,615,TA,Y,371,0,0,0,0,0,2,2009,185000
60,RL,12474,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Stone,272,TA,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,Y,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,BuiltIn,2008,Fin,3,846,TA,Y,196,134,0,0,0,0,8,2008,426000
20,RL,8450,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,None,0,TA,Gd,TA,Mn,GLQ,699,Unf,0,638,1337,Y,1337,0,0,1337,1,0,2,0,3,1,Gd,6,Typ,0,Attchd,2003,RFn,2,531,TA,Y,0,39,0,0,0,0,10,2007,185000
20,RL,13501,IR1,Lvl,Corner,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Stone,208,TA,Gd,TA,No,GLQ,63,Unf,0,1560,1623,Y,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Attchd,2006,RFn,3,865,TA,Y,0,60,0,0,0,0,6,2007,255000
60,RL,10364,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,None,0,TA,Gd,TA,No,Unf,0,Unf,0,806,806,Y,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,BuiltIn,1995,Fin,2,373,TA,Y,0,40,0,0,0,0,5,2007,168000
20,RL,7875,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,BrkFace,136,TA,TA,TA,No,Rec,572,Unf,0,572,1144,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1961,Unf,2,456,TA,Y,0,0,0,0,0,0,9,2008,139950
70,RM,10300,IR1,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,576,576,Y,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,Detchd,1990,Unf,2,480,TA,Y,12,11,64,0,0,0,4,2010,140000
20,RL,9000,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,6,1971,1971,None,0,TA,TA,TA,No,ALQ,616,Unf,0,248,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1974,Unf,2,528,TA,Y,0,0,0,0,0,0,5,2007,120500
60,RL,16545,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,BrkFace,731,TA,Gd,TA,Mn,GLQ,781,Unf,0,503,1284,Y,1310,1140,0,2450,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,1998,Fin,3,1069,TA,Y,0,126,0,0,0,0,5,2009,340000
120,RL,4043,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1977,1977,None,0,TA,Gd,TA,No,ALQ,360,Unf,0,709,1069,Y,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,1,Attchd,1977,RFn,2,440,TA,Y,0,55,0,0,165,0,7,2010,127500
20,RL,16635,IR1,Lvl,FR2,NWAmes,Norm,1Fam,1Story,6,7,1977,2000,Stone,126,TA,Gd,TA,No,ALQ,1246,Unf,0,356,1602,Y,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,Attchd,1977,Fin,2,529,TA,Y,240,0,0,0,0,0,6,2009,215000
20,RL,14175,Reg,Bnk,Corner,Sawyer,Norm,1Fam,1Story,5,6,1956,1987,None,0,TA,TA,TA,No,Rec,988,Unf,0,200,1188,Y,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,Detchd,1999,Unf,2,576,TA,Y,304,0,0,0,0,0,11,2006,168000
70,RM,6155,IR1,Lvl,FR3,BrkSide,RRNn,1Fam,2Story,6,8,1920,1999,None,0,TA,Fa,Fa,Mn,Unf,0,Unf,0,611,611,Y,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,Detchd,1920,Fin,2,502,Fa,Y,0,0,84,0,0,0,6,2008,128000
30,RL,12342,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1940,1950,None,0,TA,TA,TA,No,BLQ,262,Unf,0,599,861,Y,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,Detchd,1961,Unf,2,539,TA,Y,158,0,0,0,0,0,3,2009,82500
20,RL,7560,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,None,0,TA,TA,TA,No,LwQ,369,Unf,0,671,1040,Y,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1959,RFn,1,286,TA,Y,140,0,252,0,0,0,7,2006,133700
60,RL,10900,IR1,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,7,1977,1977,BrkFace,153,TA,Gd,TA,No,GLQ,378,Unf,0,311,689,Y,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1977,Fin,1,299,TA,Y,0,36,0,0,0,0,3,2010,161750
160,FV,3000,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Stone,76,TA,Gd,TA,Av,GLQ,294,Unf,0,318,612,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2009,RFn,2,528,TA,Y,0,234,0,0,0,0,6,2009,173733
20,RL,8450,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1968,1968,None,0,TA,TA,TA,No,BLQ,775,Unf,0,281,1056,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1968,Unf,1,304,TA,Y,0,85,184,0,0,0,7,2010,142000
50,RL,11275,IR1,HLS,Corner,Crawfor,Norm,1Fam,1.5Fin,6,7,1932,1950,BrkFace,480,TA,TA,TA,Mn,Rec,297,LwQ,557,0,854,Y,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Detchd,1977,Unf,2,432,Fa,Y,0,0,19,0,0,0,3,2007,220000
20,RL,11200,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,None,0,TA,TA,TA,No,Rec,906,Unf,0,134,1040,Y,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1965,Unf,1,384,TA,Y,0,0,0,0,0,0,2,2008,129500
120,RL,4928,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,None,0,TA,Gd,TA,No,ALQ,120,Unf,0,958,1078,Y,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,Attchd,1977,RFn,2,440,TA,Y,0,205,0,0,0,0,2,2007,128000
20,RL,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,2007,None,0,TA,TA,TA,No,ALQ,607,Unf,0,506,1113,Y,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Attchd,1950,Unf,1,264,TA,Y,0,80,120,0,0,0,7,2009,147000
20,RL,12925,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,7,1970,1970,None,0,TA,TA,TA,Mn,BLQ,865,Unf,0,340,1205,Y,2117,0,0,2117,0,0,2,1,4,1,TA,7,Typ,2,Attchd,1970,Fin,2,550,TA,Y,0,42,0,0,0,0,5,2008,237500
20,RL,10084,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2004,2005,Stone,186,TA,Ex,TA,Av,GLQ,1369,Unf,0,317,1686,Y,1694,0,0,1694,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2004,RFn,2,636,TA,Y,255,57,0,0,0,0,8,2007,307000
20,RL,10007,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,2006,BrkFace,54,TA,TA,TA,No,ALQ,806,Unf,0,247,1053,Y,1053,0,0,1053,1,0,1,1,3,1,Gd,5,Typ,0,Attchd,1959,RFn,1,312,TA,Y,0,0,0,0,0,0,8,2008,145500
160,RM,2368,Reg,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,5,6,1970,1970,None,312,TA,TA,TA,No,LwQ,765,Unf,0,0,765,Y,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,Attchd,1970,Unf,2,440,TA,Y,0,36,0,0,0,0,5,2009,125000
90,RL,7018,Reg,Bnk,Inside,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Stone,275,TA,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,Y,1224,0,0,1224,2,0,0,2,2,2,TA,6,Typ,2,Detchd,1979,Unf,2,528,TA,Y,120,0,0,0,0,0,6,2009,153337
60,RL,12438,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2006,2006,BrkFace,466,TA,Ex,Gd,No,Unf,0,Unf,0,1234,1234,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,2006,Fin,3,666,TA,Y,324,100,0,0,0,0,7,2006,361919
20,RL,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,1950,None,0,TA,TA,TA,No,BLQ,534,Rec,96,246,876,Y,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1950,Unf,1,276,TA,Y,0,80,0,0,0,0,5,2007,119000
20,RL,10530,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1971,1971,None,0,TA,TA,TA,No,ALQ,282,LwQ,35,664,981,Y,981,0,0,981,1,0,1,1,3,1,TA,5,Typ,0,Detchd,1979,Unf,2,576,TA,Y,0,312,40,0,0,0,3,2007,143250
20,RL,7180,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,None,0,TA,TA,TA,Av,ALQ,390,Unf,0,474,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1989,Unf,1,352,TA,Y,0,0,0,0,0,0,5,2008,127000
20,RL,7917,IR1,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,7,1976,1976,BrkFace,174,Gd,TA,Gd,No,BLQ,751,Unf,0,392,1143,Y,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1987,RFn,1,504,Gd,Y,370,30,0,0,0,0,5,2007,148000
60,RL,11207,IR1,HLS,FR2,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,None,0,TA,Gd,TA,Av,GLQ,714,Unf,0,88,802,Y,802,709,0,1511,1,0,2,1,3,1,TA,8,Typ,1,Attchd,1997,Fin,2,413,TA,Y,95,75,0,0,0,0,6,2006,185000
60,FV,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2009,2009,None,0,TA,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Y,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2009,Unf,2,614,TA,Y,169,45,0,0,0,0,6,2010,215200
75,RM,18386,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,None,0,TA,TA,TA,No,Unf,0,Unf,0,1470,1470,Y,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Attchd,2003,Unf,3,870,TA,Y,302,0,0,0,0,0,5,2008,295000
50,C (all),11040,Reg,Low,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,6,1920,1950,None,0,TA,TA,TA,No,Rec,637,Unf,0,0,637,Y,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,CarPort,1994,Unf,1,570,TA,Y,0,47,120,0,0,0,9,2006,108000
160,RL,5306,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,2Story,7,7,1987,1987,None,0,Gd,Gd,Gd,No,GLQ,495,Rec,215,354,1064,Y,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1987,RFn,2,504,TA,Y,441,35,0,0,0,0,6,2006,239000
50,RM,10320,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,None,0,TA,TA,TA,No,Unf,0,Unf,0,756,756,Y,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,0,Detchd,1906,Unf,1,216,TA,Y,57,0,239,0,0,0,6,2008,135000
180,RM,3675,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,SLvl,6,5,2005,2005,BrkFace,80,TA,Gd,TA,Gd,GLQ,459,Unf,0,88,547,Y,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,Basment,2005,RFn,2,525,TA,Y,0,28,0,0,0,0,6,2008,148000
90,RH,6270,Reg,HLS,Inside,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,None,0,TA,TA,TA,No,BLQ,284,Unf,0,717,1001,N,1001,1001,0,2002,0,0,2,0,4,2,TA,8,Typ,0,2Types,1949,Unf,3,871,TA,Y,0,0,0,0,0,0,8,2007,145000
20,RL,8521,Reg,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,None,0,TA,TA,TA,No,ALQ,842,Unf,0,70,912,Y,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,Detchd,1974,Unf,1,336,TA,Y,0,0,0,0,0,0,5,2010,125000
70,RL,13125,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,None,0,TA,TA,TA,No,BLQ,410,Unf,0,390,800,Y,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Attchd,1940,Unf,1,240,TA,Y,0,0,0,0,0,0,7,2007,219500
60,RL,21535,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,6,1994,1995,BrkFace,1170,TA,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,Y,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Attchd,1994,Fin,3,832,TA,Y,382,50,0,0,0,0,1,2007,755000
60,RL,21930,IR3,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,5,5,2005,2005,None,0,TA,Gd,Gd,Av,Unf,0,Unf,0,732,732,Y,734,1104,0,1838,0,0,2,1,4,1,TA,7,Typ,1,BuiltIn,2005,Fin,2,372,TA,Y,100,40,0,0,0,0,7,2006,192140
20,RL,9156,IR1,Lvl,Inside,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,None,0,TA,TA,TA,No,Unf,0,Unf,0,1489,1489,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,1968,RFn,2,462,TA,Y,0,0,0,0,0,0,8,2009,185750
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,BrkFace,232,TA,TA,TA,No,ALQ,387,Unf,0,96,483,Y,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,Detchd,1971,Unf,1,264,TA,Y,0,0,0,0,0,0,7,2008,85400
20,RL,10665,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,BrkFace,167,TA,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Y,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2003,RFn,2,558,TA,Y,144,29,0,0,0,0,6,2007,226000
20,RL,8314,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,None,0,TA,TA,TA,Gd,ALQ,546,Unf,0,270,816,Y,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1982,Unf,1,264,TA,Y,168,0,0,0,0,0,6,2007,124500
30,RM,4608,Reg,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,None,0,Gd,TA,TA,No,Unf,0,Unf,0,747,747,Y,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,Attchd,1945,Unf,1,220,TA,Y,0,0,0,0,0,0,6,2010,80000
85,RL,8400,Reg,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,6,5,1966,1966,None,0,TA,TA,TA,Gd,LwQ,187,Rec,627,0,814,Y,913,0,0,913,1,0,1,0,3,1,TA,6,Typ,0,Detchd,1990,Unf,1,240,TA,Y,0,0,252,0,0,0,5,2007,129000
20,RL,11838,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,1753,1753,Y,1788,0,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,Attchd,2001,RFn,2,522,TA,Y,202,151,0,0,0,0,6,2009,236500
20,RL,9520,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2008,Stone,338,TA,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,Y,1646,0,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2008,RFn,3,800,TA,Y,192,44,0,0,0,0,4,2008,293077
80,RL,8530,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,BrkFace,22,TA,Gd,TA,No,Unf,0,Unf,0,384,384,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,BuiltIn,1995,Fin,2,400,TA,Y,120,72,0,0,0,0,5,2009,168500
60,RL,13031,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,None,0,TA,Gd,TA,No,ALQ,592,Unf,0,99,691,Y,691,807,0,1498,0,0,2,1,3,1,TA,6,Typ,1,Attchd,1995,Fin,2,409,TA,Y,315,44,0,0,0,0,7,2006,187500
50,RL,6292,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,7,7,1928,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,861,861,Y,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,1,Detchd,1928,Unf,1,216,TA,Y,0,50,0,0,0,0,8,2009,145000
20,RL,13695,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,None,0,TA,TA,TA,No,GLQ,646,Unf,0,468,1114,Y,1114,0,0,1114,1,0,1,1,3,1,Gd,6,Typ,0,Detchd,2004,Unf,2,576,TA,Y,0,102,0,0,0,0,6,2008,159000
80,RL,12328,IR1,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,BrkFace,335,TA,TA,TA,Av,GLQ,539,Unf,0,473,1012,Y,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1976,Unf,3,888,TA,Y,0,0,0,0,0,0,5,2010,169900
80,RL,10780,IR1,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,None,0,TA,TA,TA,Av,ALQ,483,Unf,0,428,911,Y,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1976,Unf,2,576,TA,Y,0,0,0,0,0,0,7,2006,132500
60,FV,8125,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2006,None,0,TA,Gd,TA,No,Unf,0,Unf,0,756,756,Y,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2005,RFn,2,615,TA,Y,0,45,0,0,0,0,3,2006,186500
160,RM,3964,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,None,0,TA,Gd,TA,No,ALQ,837,Unf,0,105,942,Y,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Attchd,1973,Fin,2,576,TA,Y,728,20,0,0,0,0,6,2006,151400
20,RL,20781,IR2,Lvl,CulDSac,NWAmes,PosN,1Fam,1Story,7,7,1968,2003,None,0,TA,TA,TA,No,BLQ,297,Rec,68,1203,1568,Y,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Attchd,1968,RFn,2,508,TA,Y,0,80,0,290,0,0,6,2006,262500
60,RL,10304,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,BrkFace,44,Gd,TA,TA,No,ALQ,381,Unf,0,399,780,Y,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,1976,Unf,2,484,TA,Y,448,96,0,0,0,0,10,2009,197500
80,RL,10192,IR1,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,6,1968,1992,BrkFace,143,TA,TA,TA,No,Unf,0,Unf,0,570,570,Y,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,1,Attchd,1968,RFn,2,487,TA,Y,0,98,0,0,0,0,9,2006,170000
50,RL,7264,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,None,0,Gd,TA,TA,No,Unf,0,Unf,0,952,952,N,952,596,0,1548,0,0,2,1,3,1,Ex,5,Typ,0,Detchd,1978,Unf,2,672,TA,Y,74,0,0,0,144,0,10,2009,205000
20,RL,9855,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,5,1956,1956,None,0,TA,TA,TA,No,Unf,0,Unf,0,1436,1436,Y,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Attchd,1956,Unf,2,480,TA,Y,0,0,0,0,0,0,11,2009,127500
80,RL,12886,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,None,0,TA,Gd,TA,Av,ALQ,444,Unf,0,76,520,Y,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,Attchd,1997,RFn,2,480,TA,Y,302,0,0,0,100,0,10,2009,175000
85,RL,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,None,0,TA,TA,TA,Av,BLQ,784,Unf,0,141,925,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1962,Unf,1,300,TA,Y,150,72,0,0,0,0,5,2006,134500
50,RM,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1941,1950,None,0,Gd,TA,Gd,No,ALQ,375,Unf,0,360,735,Y,869,349,0,1218,0,1,1,0,3,1,TA,6,Typ,1,Detchd,2003,Unf,2,440,TA,Y,0,0,0,0,0,0,3,2007,131000
70,RL,15576,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,None,0,TA,Gd,TA,No,Unf,0,Unf,0,840,840,Y,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,Attchd,1960,Unf,1,308,TA,Y,0,0,160,0,0,0,3,2008,177000
60,FV,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2009,2009,None,0,TA,Gd,TA,No,GLQ,822,Unf,0,78,900,Y,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,2009,RFn,2,644,TA,Y,168,108,0,0,0,0,7,2009,252678
160,RM,2592,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,None,0,TA,Gd,TA,No,Rec,129,BLQ,232,175,536,Y,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,Attchd,1976,Unf,1,336,TA,Y,182,0,0,0,0,0,4,2010,85000
70,RL,12000,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,None,0,TA,TA,TA,No,Rec,275,Unf,0,429,704,Y,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Attchd,1941,Unf,1,234,TA,Y,0,0,0,0,0,0,7,2009,174500
60,RL,11316,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,7,5,2002,2003,BrkFace,44,TA,Gd,TA,No,GLQ,624,Unf,0,193,817,Y,824,1070,0,1894,1,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2002,Fin,2,510,TA,Y,0,40,0,0,0,0,2,2010,214900
20,RL,8767,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,None,0,TA,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,Y,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2005,Fin,2,400,TA,Y,0,0,0,0,0,0,7,2006,164990
60,RL,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,None,0,TA,Gd,TA,No,Unf,0,Unf,0,783,783,Y,807,702,0,1509,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2003,Fin,2,393,TA,Y,0,75,0,0,0,0,7,2006,180000
60,RL,7844,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,BrkFace,203,TA,TA,TA,No,ALQ,209,Unf,0,463,672,Y,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1978,Fin,2,440,TA,Y,0,0,0,0,0,0,3,2006,149500
